[2024-09-11 10:37:46,129][__main__][INFO]: Welcome to AirLine!
[2024-09-11 10:37:46,129][reader.Mysql][INFO]: Connecting to database
[2024-09-11 10:37:46,149][reader.Mysql][WARNING]: Failed!
[2024-09-11 10:37:46,150][reader.Mysql][INFO]: Creating Database
[2024-09-11 10:37:46,174][__main__][INFO]: Inserting default flights...
[2024-09-11 10:37:47,195][__main__][INFO]: Inserted flight: {'name': 'Air India Express', 'pod': 'Bihar', 'dest': 'Manipur', 'class': 'Economy Class', 'date': '2024-11-23', 'time': '15:00:33', 'price': 449161}
[2024-09-11 10:37:47,200][__main__][INFO]: Inserted flight: {'name': 'SpiceJet', 'pod': 'Tamil Nadu', 'dest': 'Haryana', 'class': 'Economy Class', 'date': '2026-04-07', 'time': '20:15:56', 'price': 130613}
[2024-09-11 10:37:47,205][__main__][INFO]: Inserted flight: {'name': 'Vistara', 'pod': 'Odisha', 'dest': 'Maharashtra', 'class': 'Economy Class', 'date': '2026-08-29', 'time': '01:04:37', 'price': 671767}
[2024-09-11 10:37:47,212][__main__][INFO]: Inserted flight: {'name': 'Star Air', 'pod': 'Sikkim', 'dest': 'Arunachal Pradesh', 'class': 'Economy Class', 'date': '2026-01-02', 'time': '16:57:29', 'price': 665169}
[2024-09-11 10:37:47,217][__main__][INFO]: Inserted flight: {'name': 'GoAir', 'pod': 'Uttarakhand', 'dest': 'Uttar Pradesh', 'class': 'Business Class', 'date': '2026-02-03', 'time': '18:39:12', 'price': 439872}
[2024-09-11 10:37:47,221][__main__][INFO]: Inserted flight: {'name': 'Alliance Air', 'pod': 'Assam', 'dest': 'Rajasthan', 'class': 'Business Class', 'date': '2025-01-06', 'time': '23:27:23', 'price': 777326}
[2024-09-11 10:37:47,225][__main__][INFO]: Inserted flight: {'name': 'Alliance Air', 'pod': 'Kerala', 'dest': 'Chhattisgarh', 'class': 'Premium Economy Class', 'date': '2024-10-05', 'time': '18:23:21', 'price': 384835}
[2024-09-11 10:37:47,228][__main__][INFO]: Inserted flight: {'name': 'IndiGo', 'pod': 'Uttarakhand', 'dest': 'Himachal Pradesh', 'class': 'Business Class', 'date': '2025-04-30', 'time': '20:30:13', 'price': 376914}
[2024-09-11 10:37:47,232][__main__][INFO]: Inserted flight: {'name': 'Air India', 'pod': 'Odisha', 'dest': 'Tripura', 'class': 'Premium Economy Class', 'date': '2026-07-19', 'time': '04:02:53', 'price': 296311}
[2024-09-11 10:37:47,235][__main__][INFO]: Inserted flight: {'name': 'Akasa Air', 'pod': 'Chhattisgarh', 'dest': 'Himachal Pradesh', 'class': 'Premium Economy Class', 'date': '2025-01-10', 'time': '00:24:40', 'price': 148919}
[2024-09-11 10:37:47,239][__main__][INFO]: Inserted flight: {'name': 'Air India Express', 'pod': 'Meghalaya', 'dest': 'Uttar Pradesh', 'class': 'First Class', 'date': '2026-08-02', 'time': '13:31:49', 'price': 704852}
[2024-09-11 10:37:47,246][__main__][INFO]: Inserted flight: {'name': 'SpiceJet', 'pod': 'Himachal Pradesh', 'dest': 'Telangana', 'class': 'Premium Economy Class', 'date': '2025-07-07', 'time': '11:28:22', 'price': 181123}
[2024-09-11 10:37:47,250][__main__][INFO]: Inserted flight: {'name': 'Akasa Air', 'pod': 'Bihar', 'dest': 'Kerala', 'class': 'Premium Economy Class', 'date': '2024-12-01', 'time': '23:32:34', 'price': 688815}
[2024-09-11 10:37:47,253][__main__][INFO]: Inserted flight: {'name': 'Alliance Air', 'pod': 'Tripura', 'dest': 'Kerala', 'class': 'Premium Economy Class', 'date': '2026-06-10', 'time': '05:04:17', 'price': 356396}
