[2024-09-09 19:11:00,656][__main__][INFO]: Welcome to AirLine!
[2024-09-09 19:11:00,656][reader.Mysql][INFO]: Connecting to database
[2024-09-09 19:11:00,673][reader.Mysql][WARNING]: Failed!
[2024-09-09 19:11:00,688][reader.Mysql][INFO]: Creating Database
[2024-09-09 19:11:00,709][__main__][INFO]: Inserting default flights...
[2024-09-09 19:11:01,716][__main__][INFO]: Inserted flight: {'name': 'Air India Express', 'pod': 'Jharkhand', 'dest': 'Jharkhand', 'class': 'Business Class', 'date': '2024-09-29', 'time': '20:16:57', 'price': 312688}
[2024-09-09 19:11:01,723][__main__][INFO]: Inserted flight: {'name': 'Alliance Air', 'pod': 'Jharkhand', 'dest': 'Jharkhand', 'class': 'First Class', 'date': '2026-06-15', 'time': '23:28:51', 'price': 674847}
[2024-09-09 19:11:01,729][__main__][INFO]: Inserted flight: {'name': 'Air India', 'pod': 'Tripura', 'dest': 'Tripura', 'class': 'Premium Economy Class', 'date': '2026-05-29', 'time': '08:00:47', 'price': 448603}
[2024-09-09 19:11:01,735][__main__][INFO]: Inserted flight: {'name': 'Akasa Air', 'pod': 'Meghalaya', 'dest': 'Meghalaya', 'class': 'Premium Economy Class', 'date': '2026-02-01', 'time': '21:48:20', 'price': 644236}
[2024-09-09 19:11:01,739][__main__][INFO]: Inserted flight: {'name': 'IndiGo', 'pod': 'Andhra Pradesh', 'dest': 'Andhra Pradesh', 'class': 'First Class', 'date': '2024-12-01', 'time': '11:24:48', 'price': 117170}
[2024-09-09 19:11:01,739][__main__][INFO]: Inserted flight: {'name': 'IndiGo', 'pod': 'Assam, Bihar', 'dest': 'Assam, Bihar', 'class': 'Premium Economy Class', 'date': '2026-08-16', 'time': '20:39:55', 'price': 670543}
[2024-09-09 19:11:01,757][__main__][INFO]: Inserted flight: {'name': 'Star Air', 'pod': 'Nagaland', 'dest': 'Nagaland', 'class': 'Economy Class', 'date': '2025-12-02', 'time': '13:04:10', 'price': 55552}
[2024-09-09 19:11:01,761][__main__][INFO]: Inserted flight: {'name': 'AirAsia India', 'pod': 'Manipur', 'dest': 'Manipur', 'class': 'Economy Class', 'date': '2025-01-12', 'time': '22:48:22', 'price': 484379}
[2024-09-09 19:11:01,773][__main__][INFO]: Inserted flight: {'name': 'AirAsia India', 'pod': 'Punjab', 'dest': 'Punjab', 'class': 'Economy Class', 'date': '2026-08-28', 'time': '09:47:35', 'price': 588327}
[2024-09-09 19:11:01,780][__main__][INFO]: Inserted flight: {'name': 'Air India', 'pod': 'Andhra Pradesh', 'dest': 'Andhra Pradesh', 'class': 'First Class', 'date': '2025-03-11', 'time': '21:29:59', 'price': 513849}
[2024-09-09 19:11:01,782][__main__][INFO]: Inserted flight: {'name': 'AirAsia India', 'pod': 'Nagaland', 'dest': 'Nagaland', 'class': 'Economy Class', 'date': '2025-03-03', 'time': '17:49:50', 'price': 33245}
[2024-09-09 19:11:01,789][__main__][INFO]: Inserted flight: {'name': 'Vistara', 'pod': 'Tamil Nadu', 'dest': 'Tamil Nadu', 'class': 'Economy Class', 'date': '2025-01-04', 'time': '15:53:55', 'price': 53085}
[2024-09-09 19:11:01,793][__main__][INFO]: Inserted flight: {'name': 'Akasa Air', 'pod': 'Tripura', 'dest': 'Tripura', 'class': 'Premium Economy Class', 'date': '2025-04-13', 'time': '14:45:38', 'price': 285016}
[2024-09-09 19:11:01,800][__main__][INFO]: Inserted flight: {'name': 'Akasa Air', 'pod': 'Jharkhand', 'dest': 'Jharkhand', 'class': 'Business Class', 'date': '2025-12-31', 'time': '01:05:37', 'price': 27239}
[2024-09-09 19:11:01,805][__main__][INFO]: Inserted flight: {'name': 'AirAsia India', 'pod': 'Andhra Pradesh', 'dest': 'Andhra Pradesh', 'class': 'Economy Class', 'date': '2026-02-17', 'time': '23:55:06', 'price': 183907}
[2024-09-09 19:11:01,810][__main__][INFO]: Inserted flight: {'name': 'Air India', 'pod': 'Jharkhand', 'dest': 'Jharkhand', 'class': 'Premium Economy Class', 'date': '2024-09-30', 'time': '01:46:59', 'price': 496515}
[2024-09-09 19:11:01,815][__main__][INFO]: Inserted flight: {'name': 'Air India Express', 'pod': 'Jharkhand', 'dest': 'Jharkhand', 'class': 'Economy Class', 'date': '2026-03-08', 'time': '05:13:18', 'price': 639929}
[2024-09-09 19:11:01,818][__main__][INFO]: Inserted flight: {'name': 'Akasa Air', 'pod': 'Nagaland', 'dest': 'Nagaland', 'class': 'First Class', 'date': '2026-01-12', 'time': '13:44:58', 'price': 27609}
[2024-09-09 19:11:01,823][__main__][INFO]: Inserted flight: {'name': 'IndiGo', 'pod': 'Chhattisgarh', 'dest': 'Chhattisgarh', 'class': 'First Class', 'date': '2026-01-14', 'time': '01:33:15', 'price': 25633}
[2024-09-09 19:11:01,827][__main__][INFO]: Inserted flight: {'name': 'AirAsia India', 'pod': 'Uttarakhand', 'dest': 'Uttarakhand', 'class': 'First Class', 'date': '2025-08-02', 'time': '22:41:03', 'price': 444283}
