[2024-09-07 20:18:06,432][__main__][INFO]: Welcome to AirLine!
[2024-09-07 20:18:06,432][reader.Mysql][INFO]: Connecting to database
[2024-09-07 20:18:06,448][reader.Mysql][WARNING]: Failed!
[2024-09-07 20:18:06,448][reader.Mysql][INFO]: Creating Database
[2024-09-07 20:18:06,472][__main__][INFO]: Inserting default flights...
[2024-09-07 20:18:07,662][__main__][INFO]: Inserted flight: {'name': 'Alliance Air', 'pod': 'Mizoram', 'dest': 'Goa', 'class': 'Premium Economy Class', 'date': '2025-08-06', 'time': '10:29:04', 'price': 603877}
[2024-09-07 20:18:07,731][__main__][INFO]: Inserted flight: {'name': 'Akasa Air', 'pod': 'Goa', 'dest': 'Haryana', 'class': 'First Class', 'date': '2025-07-30', 'time': '20:43:32', 'price': 713627}
[2024-09-07 20:18:07,798][__main__][INFO]: Inserted flight: {'name': 'Star Air', 'pod': 'Himachal Pradesh', 'dest': 'Kerala', 'class': 'First Class', 'date': '2026-08-29', 'time': '23:01:45', 'price': 487439}
[2024-09-07 20:18:07,880][__main__][INFO]: Inserted flight: {'name': 'Alliance Air', 'pod': 'Gujarat', 'dest': 'Chhattisgarh', 'class': 'Business Class', 'date': '2025-03-08', 'time': '14:29:02', 'price': 403051}
[2024-09-07 20:18:07,948][__main__][INFO]: Inserted flight: {'name': 'Star Air', 'pod': 'Tripura', 'dest': 'Odisha', 'class': 'First Class', 'date': '2026-05-28', 'time': '03:52:46', 'price': 740005}
[2024-09-07 20:18:08,015][__main__][INFO]: Inserted flight: {'name': 'Air India Express', 'pod': 'Karnataka', 'dest': 'Manipur', 'class': 'Economy Class', 'date': '2025-04-15', 'time': '17:49:13', 'price': 661547}
[2024-09-07 20:18:08,100][__main__][INFO]: Inserted flight: {'name': 'IndiGo', 'pod': 'Odisha', 'dest': 'Haryana', 'class': 'First Class', 'date': '2026-01-27', 'time': '21:58:28', 'price': 401552}
[2024-09-07 20:18:08,164][__main__][INFO]: Inserted flight: {'name': 'Vistara', 'pod': 'Rajasthan', 'dest': 'Haryana', 'class': 'Premium Economy Class', 'date': '2025-05-23', 'time': '20:38:16', 'price': 472470}
[2024-09-07 20:18:08,231][__main__][INFO]: Inserted flight: {'name': 'Akasa Air', 'pod': 'Jharkhand', 'dest': 'Assam, Bihar', 'class': 'Economy Class', 'date': '2024-10-16', 'time': '19:33:33', 'price': 495799}
[2024-09-07 20:18:08,314][__main__][INFO]: Inserted flight: {'name': 'GoAir', 'pod': 'Manipur', 'dest': 'Jharkhand', 'class': 'Premium Economy Class', 'date': '2025-03-07', 'time': '15:57:17', 'price': 359404}
[2024-09-07 20:18:08,382][__main__][INFO]: Inserted flight: {'name': 'Alliance Air', 'pod': 'Manipur', 'dest': 'Jharkhand', 'class': 'Business Class', 'date': '2025-04-22', 'time': '09:25:33', 'price': 32335}
[2024-09-07 20:18:08,482][__main__][INFO]: Inserted flight: {'name': 'Air India Express', 'pod': 'Punjab', 'dest': 'Chhattisgarh', 'class': 'Premium Economy Class', 'date': '2026-05-18', 'time': '14:53:08', 'price': 604138}
[2024-09-07 20:18:08,568][__main__][INFO]: Inserted flight: {'name': 'GoAir', 'pod': 'Punjab', 'dest': 'Meghalaya', 'class': 'Business Class', 'date': '2025-11-11', 'time': '03:57:36', 'price': 75185}
[2024-09-07 20:18:08,638][__main__][INFO]: Inserted flight: {'name': 'Akasa Air', 'pod': 'Odisha', 'dest': 'Tamil Nadu', 'class': 'Economy Class', 'date': '2025-06-10', 'time': '13:06:09', 'price': 574841}
[2024-09-07 20:18:08,698][__main__][INFO]: Inserted flight: {'name': 'Vistara', 'pod': 'Odisha', 'dest': 'Goa', 'class': 'First Class', 'date': '2026-08-23', 'time': '15:56:06', 'price': 527752}
[2024-09-07 20:18:08,765][__main__][INFO]: Inserted flight: {'name': 'Star Air', 'pod': 'Chhattisgarh', 'dest': 'Uttarakhand', 'class': 'Economy Class', 'date': '2026-02-18', 'time': '05:20:13', 'price': 361713}
[2024-09-07 20:18:08,831][__main__][INFO]: Inserted flight: {'name': 'Air India', 'pod': 'Uttar Pradesh', 'dest': 'Andhra Pradesh', 'class': 'Business Class', 'date': '2026-08-07', 'time': '22:40:04', 'price': 44108}
[2024-09-07 20:18:08,915][__main__][INFO]: Inserted flight: {'name': 'SpiceJet', 'pod': 'Tamil Nadu', 'dest': 'Goa', 'class': 'First Class', 'date': '2024-10-15', 'time': '03:21:40', 'price': 627432}
[2024-09-07 20:18:08,986][__main__][INFO]: Inserted flight: {'name': 'GoAir', 'pod': 'Haryana', 'dest': 'Himachal Pradesh', 'class': 'First Class', 'date': '2026-06-04', 'time': '21:02:23', 'price': 273262}
[2024-09-07 20:18:09,047][__main__][INFO]: Inserted flight: {'name': 'GoAir', 'pod': 'Madhya Pradesh', 'dest': 'Karnataka', 'class': 'Premium Economy Class', 'date': '2025-07-16', 'time': '18:34:57', 'price': 317366}
[2024-09-07 20:18:09,114][__main__][INFO]: Inserted flight: {'name': 'Akasa Air', 'pod': 'Tripura', 'dest': 'Uttar Pradesh', 'class': 'Economy Class', 'date': '2025-11-18', 'time': '08:06:05', 'price': 156892}
[2024-09-07 20:18:09,197][__main__][INFO]: Inserted flight: {'name': 'GoAir', 'pod': 'Maharashtra', 'dest': 'Rajasthan', 'class': 'Business Class', 'date': '2025-11-07', 'time': '13:13:30', 'price': 278190}
